ID,name,code,descr,isDefaultBudgetHead,isBudgetValidation,childType,parent_ID,resourceType_code,ResourceHierarchy_ID,LimitedDescendantCount,DistanceFromRoot,DrillState,Matched,MatchedDescendantCount,createdAt,createdBy,modifiedAt,modifiedBy
cb067c0f-bcb0-491f-a443-c7f1f8a5d98f,ALUM PROF P231551 6061 4.20 140MM,10010100010010,ALUM PROF P231551 6061 4.20 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.035324800Z,anonymous,2026-04-01T07:12:35.035324800Z,anonymous
cddbbcae-f0bb-4053-ab75-97483e91330e,ALUM PROF P332551 6061 5.20 LEN,10010100010019,ALUM PROF P332551 6061 5.20 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.341152100Z,anonymous,2026-04-01T07:12:56.341152100Z,anonymous
ce2ceddf-8db4-4f4f-8487-8cc687b460c2,ALUM PROF P332551 6061 4.80 LEN,10010100010014,ALUM PROF P332551 6061 4.80 LEN,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.039055900Z,anonymous,2026-04-01T07:12:35.039055900Z,anonymous
d572d2ee-e22c-4b5a-ab16-00c875c09beb,MATERIAL LUMSUM,100000,MATERIAL LUMSUM,,,,245e3bc4-d6c1-4a20-b829-56a852714cdb,,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.319199400Z,anonymous,2026-04-01T07:12:56.319199400Z,anonymous
d6aa46e3-95da-41e7-9911-cb621db7056d,ALUM PROF RIDGE 0.5MM SINGLE SKIN,10010100010027,ALUM PROF RIDGE 0.5MM SINGLE SKIN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.348128100Z,anonymous,2026-04-01T07:12:56.348128100Z,anonymous
d836f2d4-a5fa-4572-a193-25f10adb0c67,ALUMINUM MATERIAL,100101,ALUMINUM MATERIAL,,,,411313bb-ed6d-4c95-9efe-7a84008e6d1d,,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.025553600Z,anonymous,2026-04-01T07:12:35.025553600Z,anonymous
df1a5a9e-d64a-4b34-8f76-84c305d58e7a,ALUMINUM ACCESS PANEL LOCK,10010100010002,ALUMINUM ACCESS PANEL LOCK,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.027767200Z,anonymous,2026-04-01T07:12:35.027767200Z,anonymous
e190a9b3-e4cd-459c-9933-fffc1ce19952,MATERIAL LUMSUM,100000,MATERIAL LUMSUM,,,,f3a3596d-07f6-4bcb-a96f-476a6626c716,,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.018799Z,anonymous,2026-04-01T07:12:35.018799Z,anonymous
e458c273-9f0b-4dee-a612-0c0936f7453a,ALUM PROF P332551 6061 4.80 LEN,10010100010014,ALUM PROF P332551 6061 4.80 LEN,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.338062300Z,anonymous,2026-04-01T07:12:56.338062300Z,anonymous
e865eeac-00f0-4454-bd82-a4c3261899ba,ALUMINUM ACCESS PANEL LOCK,10010100010002,ALUMINUM ACCESS PANEL LOCK,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.328407100Z,anonymous,2026-04-01T07:12:56.328407100Z,anonymous
ea2f27af-52d2-43ce-b3fd-49c3e655ed6c,ALUMINUM MATERIAL,1001,ALUMINUM MATERIAL,,,,ecaf2df8-7c8e-45c5-832e-bf1e6c0c959c,,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.323481100Z,anonymous,2026-04-01T07:12:56.323481100Z,anonymous
ecaf2df8-7c8e-45c5-832e-bf1e6c0c959c,Material,10,Material,,,,,,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.316888600Z,anonymous,2026-04-01T07:12:56.316888600Z,anonymous
efa7276a-ae3b-45e2-b5ba-a036df8bc522,ALUM PROF P231551 6061 5.40 140MM,10010100010012,ALUM PROF P231551 6061 5.40 140MM,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.036796200Z,anonymous,2026-04-01T07:12:35.036796200Z,anonymous
f36f6ae4-0785-4b56-b8b6-874af1ff6e72,ALUM FLAG POLE 6M HEIGHT,10010100010005,ALUM FLAG POLE 6M HEIGHT,,,,0ed89268-0c3d-4efd-9ec5-0d54eb8ebc76,MT,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.031665100Z,anonymous,2026-04-01T07:12:35.031665100Z,anonymous
f3a3596d-07f6-4bcb-a96f-476a6626c716,MATERIAL LUMSUM,1000,MATERIAL LUMSUM,,,,c427b305-62b8-458f-9e4c-1deecfc088e5,,cbdaa5b6-b10a-47e6-9a7c-74f568ff54ae,,,,,,2026-04-01T07:12:35.017281Z,anonymous,2026-04-01T07:12:35.017281Z,anonymous
ff67167a-c5f1-4cb7-bb32-6c9431192975,ALUMINUM ACCESS PANEL,10010100010001,ALUMINUM ACCESS PANEL,,,,7fa66990-17d9-46eb-abb4-e35688ef7e62,MT,fca287f3-49cf-41a6-98f1-549979f6de38,,,,,,2026-04-01T07:12:56.326922800Z,anonymous,2026-04-01T07:12:56.326922800Z,anonymous
4ec86296-5ac2-4561-bbd7-f101c7ec6c1c,Material,10,Material,false,false,,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
9b03a05b-7d98-40a2-8220-944057b03330,MATERIAL LUMSUM,1000,material LUMSUM,false,false,,4ec86296-5ac2-4561-bbd7-f101c7ec6c1c,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
4e610734-9dd2-4792-a57b-6c7189c2219b,ALUMINUM MATERIAL,1001,Aluminum material,false,true,,4ec86296-5ac2-4561-bbd7-f101c7ec6c1c,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
77d241ee-0fb1-442d-b2f5-fdbf409e4e76,ALUMINUM MATERIAL,100101,ALUMINUM MATERIAL,false,false,,4e610734-9dd2-4792-a57b-6c7189c2219b,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
5b2b8201-bcc4-4da5-8225-d49e3cdd2a82,ALUMINUM MATERIAL,100101001,Aluminum material,false,false,,77d241ee-0fb1-442d-b2f5-fdbf409e4e76,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
5b2b8201-bcc4-4da5-8225-d49e3cdd2a92,ALUMINUM ACCESS PANEL,1001010010001,Aluminum access panel,false,false,,5b2b8201-bcc4-4da5-8225-d49e3cdd2a82,MT,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
6db486c4-1d1e-4802-95ec-31d2e8728dcd,Manpower,20,Manpower,false,false,,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
e6b09b74-9190-4025-abbf-ac1a32f0bc56,Manpower,,Manpower,false,false,,6db486c4-1d1e-4802-95ec-31d2e8728dcd,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
0a48d2e4-b996-4dd2-87f5-c1a7431029be,Labour,,Labour,false,false,,e6b09b74-9190-4025-abbf-ac1a32f0bc56,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
f9627ccb-4aff-46be-9a53-928f76a8651a,Skilled Labour,,Skilled Labour,false,false,,0a48d2e4-b996-4dd2-87f5-c1a7431029be,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
67f3f6a9-cb06-417e-bf68-de47182304d2,Unskilled Labour,,Unskilled Labour,false,false,,0a48d2e4-b996-4dd2-87f5-c1a7431029be,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
67f31223-dd07-234t-gh56-dd33335354e2,Asset,30,Asset,false,false,,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
67f31223-dd07-234t-gh56-dd33335354s2,Subcontractors,40,Subcontractors,false,false,,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
67f31223-dd07-234t-gh56-dd33335354c2,Contingencies,50,Contingencies,false,false,,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
67f31223-dd07-234t-gh56-dd33335354r2,Contract Revenue,60,Contract Revenue,false,false,,,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
9985bb2d-8868-476e-986d-b24c2c63c915,Buldozer,1001010010002,JCB Buldozer,false,false,,5b2b8201-bcc4-4da5-8225-d49e3cdd2a82,AT,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
0b9c08e9-2901-4436-8aa5-ecdfca119dee,Subcontract,1001010010005,Subcontract,,, ,5b2b8201-bcc4-4da5-8225-d49e3cdd2a82,SC,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
50ef5de0-ac0b-4f42-8c80-0024e42ab5d2,GL Account,1001010010003,GL Account,,, ,5b2b8201-bcc4-4da5-8225-d49e3cdd2a82,GL,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
610146da-95b1-426d-a7b8-d04041ecceec,Engineer,1001010010004,Site Engineer,,, ,5b2b8201-bcc4-4da5-8225-d49e3cdd2a82,MP,17e00347-dc7e-4ca9-9c5d-06ccef69f064,,,,,,,,,
